source,target,distance_km
16293,9653,0.168743
16293,4348,0.180086
16294,2732,0.077836
16294,10831,0.078212
16294,8793,0.133434
16294,6348,0.134115
16294,10267,0.143469
16295,11275,0.011119
16295,11555,0.075002
16295,9531,0.078229
16295,14196,0.100075
16295,7672,0.108092
16296,8465,0.193175
16296,2147,0.208691
16296,6992,0.241638
16296,15600,0.28723
16296,6537,0.332895
16297,13655,0.066717
16297,1357,0.107909
16297,13381,0.107909
16297,12304,0.223971
16297,12751,0.225318
16298,19201,0.022239
16298,7907,0.111195
16298,17834,0.125109
16298,16461,0.150164
16298,2857,0.169139
16299,11667,0.213778
16299,5265,0.296597
16299,17559,0.298703
16299,20346,0.376007
16299,9121,0.381397
16300,13185,0.033358
16300,3235,0.077836
16300,14236,0.087101
16300,9664,0.124994
16300,5553,0.143419
16301,4889,0.116234
16301,3780,0.122314
16301,12243,0.134019
16301,9948,0.172717
16301,9445,0.180007
16302,2148,0.082302
16302,16669,0.164603
16302,12552,0.169417
16302,4749,0.22239
16302,5598,0.24161
16303,18287,0.338246
16303,4369,0.430737
16303,11986,0.457171
16303,19164,0.488662
16303,16655,0.67084
16304,4514,0.074744
16304,17146,0.074744
16304,4298,0.077983
16304,10554,0.093154
16304,15312,0.107913
16305,9412,0.17454
16305,6622,0.180463
16305,2674,0.193107
16305,14779,0.251209
16305,3722,0.373711
16306,9203,0.172791
16306,15995,0.232687
16306,8492,0.286809
16306,12019,0.306118
16306,5286,0.307273
16307,9190,0.075105
16307,15137,0.18689
16307,12211,0.208469
16307,16155,0.213778
16307,6501,0.268364
16308,14084,0.432797
16308,12583,0.581372
16308,10955,0.70149
16308,6404,0.803484
16308,12504,0.827049
16309,15320,0.100612
16309,7184,0.213851
16309,8393,0.22838
16309,12160,0.235575
16309,15705,0.242811
16310,1209,0.134049
16310,9981,0.151376
16310,17318,0.1562
16310,12732,0.159722
16310,5767,0.182824
16311,16154,0.150006
16311,10661,0.153268
16311,15685,0.162758
16311,10682,0.166792
16311,16375,0.237505
16312,7835,0.033358
16312,1640,0.075861
16312,2308,0.242061
16312,10456,0.38722
16312,15155,0.394638
16313,6955,0.160002
16313,18082,0.177912
16313,5400,0.186747
16313,10052,0.227508
16313,12522,0.229401
16314,5421,0.111195
16314,11415,0.156593
16314,11604,0.1643
16314,19310,0.225215
16314,17984,0.227672
16315,11939,0.075861
16315,4518,0.093393
16315,6479,0.093393
16315,1184,0.108119
16315,18445,0.143499
16316,11071,0.108215
16316,1823,0.16931
16316,18667,0.193144
16316,17469,0.309496
16316,14022,0.320293
16317,1510,0.122314
16317,8118,0.156707
16317,14005,0.169226
16317,565,0.224232
16317,12410,0.22974
16318,10749,0.075684
16318,15201,0.088956
16318,6801,0.107996
16318,8239,0.124979
16318,19838,0.134048
16319,9233,0.124959
16319,9232,0.124959
16319,12694,0.133434
16319,1997,0.150075
16319,17883,0.16386
16320,13266,0.082295
16320,17368,0.634251
16320,1265,0.803692
16320,9421,0.844513
16320,3317,1.14075
16321,19036,0.134204
16321,8054,0.150287
16321,10729,0.224235
16321,12210,0.244629
16321,20101,0.246643
16322,17242,0.225555
16322,18435,0.313618
16322,6936,0.332747
16322,7286,0.398907
16322,6474,0.489121
16323,5418,0.093595
16323,491,0.164701
16323,7706,0.277286
16323,775,0.335872
16323,14195,0.377934
16324,17723,0.075657
16324,8621,0.087055
16324,3250,0.100257
16324,998,0.124961
16324,14144,0.150083
16325,2085,0.133434
16325,15790,0.151631
16325,13723,0.153656
16325,5659,0.193072
16325,4033,0.203364
16326,16327,0.0
16326,5215,0.022239
16326,1281,0.087237
16326,16752,0.087237
16326,12829,0.125088
16327,16327,0.0
16327,5215,0.022239
16327,1281,0.087237
16327,16752,0.087237
16327,12829,0.125088
16328,15247,0.226799
16328,5766,0.28787
16328,10011,0.348628
16328,18256,0.386412
16328,11665,0.39339
16329,4224,0.033358
16329,17474,0.21127
16329,18453,0.420938
16329,15591,0.505962
16329,9713,0.516961
16330,15190,0.066717
16330,9281,0.144553
16330,8786,0.162845
16330,8793,0.164142
16330,13294,0.166792
16331,98,0.093144
16331,7074,0.172681
16331,5061,0.337028
16331,16837,0.374475
16331,10534,0.377768
16332,19871,0.245293
16332,11196,0.266551
16332,17772,0.335714
16332,2692,0.411824
16332,15052,0.420459
16333,11025,0.122314
16333,2427,0.133977
16333,13375,0.168524
16333,18492,0.17988
16333,8154,0.207936
16334,15144,0.100651
16334,6394,0.153244
16334,13523,0.2035
16334,11784,0.22239
16334,17956,0.235725
16335,6810,0.087441
16335,8985,0.157
16335,17660,0.182995
16335,20398,0.233509
16335,20421,0.358173
16336,4589,0.111195
16336,10920,0.166792
16336,13047,0.166792
16336,5225,0.241528
16336,18222,0.300682
16337,16353,0.134334
16337,10700,0.155673
16337,16487,0.157173
16337,10367,0.175037
16337,9298,0.187321
16338,7544,0.011119
16338,19913,0.022239
16338,3271,0.022239
16338,1284,0.066717
16338,2491,0.066717
16339,583,0.125223
16339,10331,0.172914
16339,17786,0.174858
16339,17077,0.201164
16339,18488,0.251704
16340,2813,0.300226
16340,13761,0.395806
16340,14152,0.647726
16340,18477,1.11219
16340,12659,1.605081
16341,19257,0.033358
16341,16258,0.107974
16341,17203,0.116245
16341,13477,0.122314
16341,5255,0.153336
16342,1896,0.153745
16342,16043,0.160048
16342,13497,0.172816
16342,15474,0.186787
16342,10095,0.232758
16343,484,0.082005
16343,3578,0.093291
16343,4085,0.100316
16343,14597,0.133434
16343,9128,0.177912
16344,10606,0.033358
16344,19012,0.07503
16344,19011,0.07503
16344,18773,0.087223
16344,7148,0.087223
16345,1907,0.088956
16345,3124,0.134304
16345,7054,0.26661
16345,1338,0.296815
16345,2540,0.301864
16346,2330,0.340342
16346,18535,0.340342
16346,15043,0.340342
16346,17449,0.365636
16346,7867,0.427378
16347,9521,0.100445
16347,3386,0.193107
16347,3600,0.250223
16347,18454,0.267655
16347,10620,0.311346
16348,15484,0.081902
16348,9171,0.0932
16348,2843,0.100075
16348,1614,0.100231
16348,12121,0.159596
16349,7392,0.076195
16349,3034,0.093665
16349,10359,0.111195
16349,15307,0.122314
16349,11114,0.133434
16350,5417,0.082355
16350,8667,0.245349
16350,8668,0.245349
16350,14776,0.245349
16350,7706,0.306272
16351,591,0.155673
16351,8030,0.200151
16351,4741,0.208926
16351,10690,0.287401
16351,12637,0.341479
16352,12147,0.172831
16352,19977,0.203394
16352,18718,0.213768
16352,19165,0.224213
16352,20065,0.241409
16353,16337,0.134334
16353,10367,0.213873
16353,9298,0.234816
16353,16487,0.27453
16353,10700,0.277308
16354,6274,0.193378
16354,1883,0.335514
16354,5378,0.340417
16354,14476,0.375839
16354,14712,0.452773
16355,942,0.078338
16355,12720,0.088956
16355,13536,0.116428
16355,798,0.144553
16355,2601,0.193728
16356,19934,0.044478
16356,18043,0.078234
16356,608,0.1728
16356,19024,0.186732
16356,19765,0.189031
16357,9628,0.033358
16357,5420,0.203417
16357,753,0.224501
16357,19870,0.246623
16357,3851,0.298711
16358,17206,0.075001
16358,534,0.082085
16358,1806,0.12506
16358,7522,0.224188
16358,13163,0.226098
16359,11562,0.087018
16359,15676,0.143369
16359,6938,0.149584
16359,15376,0.149997
16359,10881,0.168625
16360,15544,0.011119
16360,10570,0.011119
16360,5510,0.044478
16360,12571,0.055597
16360,4127,0.075739
16361,17454,0.108205
16361,16534,0.227948
16361,3061,0.266566
16361,2442,0.287126
16361,11452,0.406795
16362,6386,0.075803
16362,5948,0.078211
16362,14933,0.143469
16362,10887,0.143469
16362,6105,0.144553
16363,19994,0.324551
16363,15249,0.332678
16363,20047,0.343792
16363,19582,0.355115
16363,19583,0.355115
16364,3046,0.68241
16364,7052,0.68241
16364,14926,0.738119
16364,9230,0.811723
16364,9304,0.81449
16365,7904,0.082054
16365,10317,0.153051
16365,16252,0.186668
16365,18439,0.225176
16365,13059,0.232663
16366,14593,0.144553
16366,13563,0.174918
16366,9486,0.201214
16366,15031,0.203479
16366,5641,0.225912
16367,5978,0.077836
16367,4263,0.255961
16367,20412,0.379214
16367,17601,0.443108
16367,1364,0.469595
16368,11179,0.044478
16368,12491,0.055597
16368,14246,0.078295
16368,5997,0.125103
16368,13709,0.153802
16369,16981,0.075924
16369,7773,0.078329
16369,12247,0.151847
16369,18510,0.15387
16369,9961,0.156656
16370,3974,0.077836
16370,11165,0.116375
16370,18469,0.150479
16370,20441,0.151706
16370,1880,0.153083
16371,6695,0.180837
16371,17021,0.193195
16371,18260,0.224293
16371,4292,0.277875
16371,5941,0.301451
16372,16103,0.093497
16372,1419,0.100075
16372,12942,0.235172
16372,4616,0.246721
16372,13115,0.268438
16373,3585,0.022239
16373,14566,0.066717
16373,16662,0.066717
16373,16221,0.149657
16373,251,0.149657
16374,4945,0.08197
16374,16771,0.100075
16374,9937,0.108004
16374,6358,0.151392
16374,12233,0.151392
16375,14509,0.055597
16375,6615,0.081898
16375,16154,0.116222
16375,5772,0.144553
16375,15685,0.163794
16376,10325,0.066717
16376,9236,0.082097
16376,12172,0.093371
16376,1065,0.108101
16376,1296,0.155673
16377,17717,0.087287
16377,2802,0.087287
16377,8488,0.180495
16377,19787,0.300418
16377,14314,0.324367
16378,3997,0.125165
16378,2935,0.156789
16378,3081,0.156789
16378,5548,0.164488
16378,11516,0.213802
16379,8543,0.022239
16379,3832,0.093376
16379,8501,0.100395
16379,11073,0.134135
16379,13187,0.144553
16380,11668,0.055597
16380,9306,0.087495
16380,1635,0.160621
16380,14083,0.232774
16380,15160,0.242911
16381,20305,2.351603
16381,14723,2.466784
16381,14839,2.47594
16381,16458,3.245063
16381,1412,3.263742
16382,2474,0.323991
16382,4017,0.354595
16382,17387,0.450018
16382,213,0.452209
16382,2384,0.473511
16383,5904,0.033358
16383,11800,0.044478
16383,8874,0.087263
16383,9512,0.134168
16383,9519,0.151793
16384,3687,0.087425
16384,16770,0.262272
16384,10331,0.301737
16384,3474,0.355824
16384,8499,0.363696
16385,14475,0.108129
16385,11972,0.116389
16385,17789,0.134155
16385,1118,0.144553
16385,13580,0.15175
16386,1244,0.116546
16386,6199,0.134291
16386,7783,0.153214
16386,10341,0.174906
16386,16881,0.26236
16387,5345,0.143524
16387,17656,0.150589
16387,11653,0.156625
16387,4961,0.189031
16387,16204,0.216305
16388,18530,0.237372
16388,4200,0.267967
16388,8096,0.287861
16388,2091,0.287861
16388,8527,0.39325
16389,13523,0.143665
16389,11784,0.17501
16389,10266,0.201294
16389,17325,0.232808
16389,16243,0.280945
16390,4005,0.111195
16390,17980,0.144553
16390,4855,0.193171
16390,1124,0.203459
16390,14775,0.250422
16391,10561,0.076191
16391,3078,0.125285
16391,88,0.187324
16391,3310,0.224824
16391,5514,0.233193
16392,3468,0.044478
16392,7566,0.100435
16392,13248,0.156599
16392,19326,0.182909
16392,9112,0.267619
16393,15754,0.203437
16393,12338,0.262082
16393,13599,0.301581
16393,4203,0.316054
16393,14863,0.341008
16394,15283,0.0
16394,7309,0.078104
16394,6137,0.087086
16394,5522,0.108001
16394,13633,0.150154
16395,11211,0.033358
16395,15569,0.055597
16395,3684,0.087272
16395,3685,0.087272
16395,16096,0.100445
16396,16397,0.0
16396,10558,0.150367
16396,6877,0.152002
16396,11379,0.154023
16396,2039,0.156808
16397,16397,0.0
16397,10558,0.150367
16397,6877,0.152002
16397,11379,0.154023
16397,2039,0.156808
16398,8392,0.108168
16398,8150,0.143536
16398,11945,0.156669
16398,9399,0.193721
16398,12380,0.200927
16399,4489,0.087108
16399,8767,0.087109
16399,20349,0.100075
16399,597,0.111195
16399,3174,0.150207
16400,12363,0.022239
16400,2611,0.133434
16400,5270,0.1516
16400,5169,0.156417
16400,13700,0.203359
16401,19526,0.011119
16401,13707,0.044478
16401,6654,0.078102
16401,7331,0.081964
16401,16445,0.134051
16402,11495,0.033358
16402,17540,0.044478
16402,11031,0.055597
16402,16413,0.078035
16402,1012,0.087024
16403,4509,0.022239
16403,9408,0.082069
16403,17382,0.156423
16403,2913,0.162844
16403,1371,0.162844
16404,16405,0.0
16404,2560,0.087045
16404,10882,0.153319
16404,1500,0.182806
16404,15906,0.258898
16405,16405,0.0
16405,2560,0.087045
16405,10882,0.153319
16405,1500,0.182806
16405,15906,0.258898
16406,15491,0.044478
16406,18037,0.044478
16406,8229,0.077836
16406,10410,0.07828
16406,7725,0.082134
16407,15486,0.074774
16407,5236,0.078011
16407,13114,0.156022
16407,706,0.15955
16407,9440,0.174007
16408,10460,0.093474
16408,8335,0.15192
16408,486,0.172859
16408,20357,0.225425
16408,19624,0.226519
16409,17496,0.022239
16409,4752,0.044478
16409,12233,0.075696
16409,5486,0.162794
16409,4163,0.168772
16410,18262,0.15596
16410,2960,0.200151
16410,14201,0.308932
16410,12826,0.467019
16410,6775,0.633463
16411,14591,0.044478
16411,13749,0.151192
16411,2249,0.162748
16411,16533,0.166792
16411,12676,0.207992
16412,13559,0.075105
16412,18377,0.075105
16412,11238,0.082179
16412,9604,0.087287
16412,6292,0.255899
16413,1317,0.033358
16413,17540,0.078035
16413,16402,0.078035
16413,11031,0.0819
16413,11495,0.093199
16414,2921,0.07577
16414,1221,0.088956
16414,3567,0.150311
16414,8639,0.193469
16414,12088,0.22731
16415,11421,0.055597
16415,17972,0.093212
16415,10641,0.107963
16415,14677,0.153305
16415,12106,0.203298
16416,8614,0.150201
16416,15088,0.224959
16416,8365,0.225782
16416,18096,0.234381
16416,9704,0.237783
16417,12252,0.100075
16417,5876,0.143502
16417,11123,0.151731
16417,6401,0.216246
16417,9547,0.226233
16418,2182,0.077836
16418,17180,0.153311
16418,14793,0.159633
16418,18965,0.189031
16418,10760,0.225555
16419,10446,0.033358
16419,9446,0.088956
16419,7576,0.108002
16419,9105,0.143411
16419,17936,0.155673
16420,8957,0.066717
16420,2513,0.078093
16420,3083,0.093248
16420,6999,0.107993
16420,10770,0.124976
16421,14698,0.186779
16421,11140,0.24205
16421,4266,0.296531
16421,10811,0.320261
16421,11771,0.325736
16422,5152,0.1083
16422,7783,0.155673
16422,1244,0.200151
16422,1109,0.208751
16422,10341,0.213847
16423,4786,0.033358
16423,18175,0.125097
16423,13308,0.143509
16423,11006,0.155673
16423,11952,0.160085
16424,3215,0.011119
16424,8811,0.234673
16424,8179,0.331056
16424,5733,0.332755
16424,19844,0.337741
16425,9376,0.082361
16425,16546,0.160539
16425,13456,0.230245
16425,1146,0.280806
16425,6170,0.314073
16426,3262,0.044478
16426,8808,0.081911
16426,10847,0.150034
16426,9153,0.180004
16426,10144,0.213675
16427,4281,0.075945
16427,18201,0.111195
16427,8336,0.134195
16427,18642,0.150663
16427,11332,0.15189
16428,10008,0.011119
16428,5473,0.082108
16428,17524,0.11637
16428,1862,0.134139
16428,10140,0.134139
16429,20239,0.055597
16429,10003,0.066717
16429,4807,0.077836
16429,20320,0.082126
16429,12670,0.087237
16430,8785,0.022239
16430,10408,0.033358
16430,12914,0.044478
16430,8315,0.055597
16430,794,0.075632
16431,7356,0.151346
16431,9634,0.237661
16431,18556,0.302691
16431,17502,0.327791
16431,878,0.479076
16432,1663,0.133989
16432,16561,0.22239
16432,11876,0.249829
16432,13210,0.255796
16432,275,0.266868
16433,16433,0.0
16433,3224,0.044478
16433,1100,0.044478
16433,13063,0.055597
16433,4743,0.074854
16434,17195,0.44201
16434,4540,0.540659
16434,5331,0.704555
16434,5860,0.948132
16434,17253,1.139952
16435,274,0.087444
16435,15231,0.116539
16435,15400,0.17489
16435,15799,0.201192
16435,15789,0.245347
16436,15842,0.164031
16436,16624,0.164033
16436,252,0.20065
16436,9487,0.216076
16436,11027,0.216078
16437,12218,0.122314
16437,9397,0.125248
16437,577,0.151036
16437,3634,0.187224
16437,10021,0.200151
16438,4665,0.134155
16438,928,0.150113
16438,18793,0.193637
16438,18744,0.277599
16438,3016,0.286971
16439,3310,0.082429
16439,88,0.116597
16439,15536,0.193222
16439,16391,0.301985
16439,3078,0.335949
16440,6966,0.011119
16440,18362,0.078052
16440,4569,0.088956
16440,10732,0.186424
16440,11978,0.193003
16441,17870,0.022239
16441,9611,0.077836
16441,4426,0.082147
16441,18431,0.111195
16441,16449,0.125101
16442,9252,0.011119
16442,4673,0.011119
16442,2272,0.082356
16442,5268,0.087453
16442,8565,0.116545
16443,17498,0.0
16443,5654,0.011119
16443,7725,0.033358
16443,14577,0.075054
16443,8229,0.075873
16444,12463,0.143585
16444,59,0.182963
16444,5693,0.187052
16444,12957,0.228072
16444,8962,0.229962
16445,7331,0.077836
16445,14609,0.081963
16445,13707,0.100282
16445,16401,0.134051
16445,12020,0.143408
16446,14261,0.36365
16446,6922,0.528202
16446,13279,0.534714
16446,18406,0.543736
16446,18411,0.553788
16447,1801,0.420666
16447,16167,0.523949
16447,7017,0.582996
16447,10459,0.608021
16447,8511,0.630603
16448,15680,0.066717
16448,19402,0.075711
16448,13936,0.078122
16448,20015,0.078122
16448,19087,0.081984
16449,14975,0.075887
16449,9611,0.078293
16449,7181,0.082146
16449,11621,0.10043
16449,16441,0.125101
16450,18068,0.225394
16450,12766,0.245299
16450,14131,0.833051
16450,16889,0.884609
16450,7766,0.906891
16451,1814,0.087134
16451,4255,0.100075
16451,10684,0.116307
16451,13754,0.116307
16451,18476,0.143439
16452,12104,0.150926
16452,3155,0.402286
16452,18146,0.451547
16452,6899,0.489258
16452,13200,0.559113
16453,16785,0.100414
16453,14249,0.15173
16453,11914,0.164252
16453,14432,0.216245
16453,1074,0.255881
16454,18111,0.011119
16454,6354,0.022239
16454,3788,0.022239
16454,758,0.055597
16454,12952,0.093419
16455,17593,0.0
16455,12156,0.111195
16455,19055,0.230013
16455,18809,0.238718
16455,19550,0.274155
16456,272,0.077836
16456,16076,0.149723
16456,3787,0.224142
16456,16246,0.233509
16456,17451,0.366943
16457,13309,0.033358
16457,15509,0.044478
16457,16111,0.150565
16457,15861,0.268563
16457,15874,0.296776
16458,7665,0.077836
16458,14839,0.826996
16458,20305,0.904802
16458,1691,1.769586
16458,15353,1.874075
16459,581,0.075842
16459,16275,0.151685
16459,13514,0.153709
16459,1096,0.186756
16459,13429,0.193084
16460,17868,0.075088
16460,6065,0.143523
16460,17371,0.156624
16460,1486,0.160136
16460,5954,0.16433
16461,17834,0.125109
16461,16298,0.150164
16461,11848,0.151801
16461,19201,0.151802
16461,14124,0.166792
16462,19944,0.155673
16462,19172,0.166792
16462,13247,0.226204
16462,16131,0.267521
16462,5655,0.286994
16463,13430,0.1809
16463,6507,0.320333
16463,7941,0.331152
16463,18229,0.440491
16463,12471,0.662301
16464,12755,0.077836
16464,12675,0.111195
16464,1155,0.133974
16464,14434,0.149877
16464,2418,0.193131
16465,6625,0.08189
16465,9580,0.231152
16465,16653,0.237481
16465,1697,0.255541
16465,7017,0.315909
16466,9806,0.075851
16466,10158,0.193086
16466,12412,0.193087
16466,16265,0.203379
16466,12953,0.245268
16467,10358,0.022239
16467,18089,0.074861
16467,16478,0.075683
16467,1044,0.081958
16467,17578,0.087078
16468,4532,0.100274
16468,6785,0.134045
16468,12816,0.159706
16468,8414,0.172736
16468,15235,0.193329
16469,537,0.111195
16469,17542,0.116279
16469,13574,0.150181
16469,7540,0.159755
16469,841,0.166792
16470,2362,0.07575
16470,14132,0.144553
16470,7562,0.151501
16470,17606,0.168868
16470,626,0.213717
16471,1926,0.081931
16471,8810,0.182811
16471,162,0.245792
16471,14670,0.245796
16471,9163,0.327722
16472,4912,0.055597
16472,7368,0.187293
16472,11312,0.266868
16472,8613,0.642218
16472,11360,0.714966
16473,16473,0.0
16473,12955,0.0
16473,9491,0.075063
16473,9773,0.075063
16473,20012,0.186822
16474,14453,0.309436
16474,17785,0.315814
16474,17465,0.328099
16474,14398,0.332231
16474,17159,0.332231
16475,2625,0.022239
16475,9958,0.078215
16475,2407,0.100371
16475,12153,0.134117
16475,6761,0.159947
16476,1566,0.116494
16476,14913,0.116494
16476,13921,0.122314
16476,12318,0.12519
16476,415,0.133434
16477,12536,0.164912
16477,5460,0.183047
16477,7611,0.189031
16477,15388,0.203517
16477,260,0.224868
16478,18089,0.011119
16478,1044,0.044478
16478,17578,0.055597
16478,16467,0.075683
16478,15405,0.078095
16479,8493,0.153213
16479,6861,0.187196
16479,8565,0.226982
16479,16183,0.22834
16479,9252,0.306277
16480,4441,0.093382
16480,11531,0.174441
16480,9484,0.186766
16480,15259,0.216218
16480,441,0.224198
16481,13328,0.143517
16481,1402,0.153104
16481,8314,0.177912
16481,20068,0.203394
16481,14986,0.203394
16482,4557,0.055597
16482,2305,0.081876
16482,8274,0.156018
16482,10544,0.179942
16482,5601,0.224015
16483,7152,0.125021
16483,1551,0.229156
16483,11911,0.231573
16483,3731,0.266499
16483,18208,0.293716
16484,8977,0.380809
16484,4372,0.387727
16484,2255,0.761608
16484,1115,1.062522
16484,11381,1.519711
16485,3290,0.075039
16485,4113,0.125083
16485,12003,0.193607
16485,8291,0.213755
16485,9395,0.224201
16486,19451,0.093288
16486,15840,0.108028
16486,4462,0.111195
16486,3705,0.111195
16486,2818,0.116295
16487,16337,0.157173
16487,10700,0.18732
16487,3285,0.213872
16487,16353,0.27453
16487,10367,0.304758
16488,12610,0.033358
16488,16210,0.088956
16488,8834,0.093242
16488,8453,0.180075
16488,8518,0.203312
16489,11010,0.033358
16489,685,0.055597
16489,4384,0.108307
16489,8,0.122314
16489,3196,0.152257
16490,16491,0.0
16490,16938,0.100075
16490,2763,0.100075
16490,15729,0.163712
16490,6782,0.200386
16491,16491,0.0
16491,16938,0.100075
16491,2763,0.100075
16491,15729,0.163712
16491,6782,0.200386
16492,1793,0.011119
16492,14907,0.075675
16492,8196,0.075675
16492,15073,0.1639
16492,17162,0.18282
16493,18053,0.0
16493,16493,0.0
16493,12777,0.011119
16493,7860,0.078039
16493,5407,0.100075
16494,15680,0.055597
16494,11111,0.07571
16494,15581,0.087101
16494,18215,0.108013
16494,19087,0.116282
16495,9951,0.277189
16495,11704,0.299949
16495,15038,0.414778
16495,4210,0.430133
16495,15227,0.453635
16496,16496,0.0
16496,13708,0.078044
16496,4755,0.087032
16496,1998,0.088956
16496,12369,0.166792
16497,18469,0.075853
16497,20441,0.087226
16497,18883,0.093387
16497,13128,0.100405
16497,12847,0.12508
16498,16018,0.087007
16498,10560,0.163765
16498,7536,0.287869
16498,6201,0.299323
16498,5233,0.311346
16499,6219,0.078182
16499,16796,0.087156
16499,18078,0.162829
16499,10962,0.193475
16499,7318,0.203349
16500,18624,0.082088
16500,612,0.082088
16500,19445,0.082088
16500,2251,0.087201
16500,389,0.100384
16501,13171,0.055597
16501,10021,0.076132
16501,2786,0.087469
16501,12218,0.100616
16501,3634,0.108309
16502,12178,0.244629
16502,15132,0.251374
16502,6152,0.322465
16502,2705,0.773518
16502,350,0.879431
16503,5851,0.082198
16503,7035,0.19374
16503,990,0.224486
16503,372,0.23213
16503,10287,0.232132
16504,4212,0.044478
16504,18703,0.082376
16504,11609,0.245356
16504,3124,0.306364
16504,18643,0.345871
16505,12436,0.074869
16505,123,0.087084
16505,3323,0.200151
16505,237,0.200563
16505,11443,0.224144
16506,1282,0.011119
16506,10521,0.033358
16506,1662,0.124975
16506,8516,0.134044
16506,5744,0.149713
16507,7412,0.077836
16507,7877,0.093627
16507,5218,0.125259
16507,17051,0.150664
16507,13701,0.194064
16508,18090,0.164828
16508,13728,0.228529
16508,4763,0.259521
16508,8759,0.303282
16508,8958,0.306528
16509,13175,0.153694
16509,13365,0.174419
16509,1446,0.241991
16509,2800,0.300267
16509,19183,0.643271
16510,7892,0.108001
16510,16771,0.172743
16510,17483,0.180107
16510,12917,0.216001
16510,12233,0.24522
16511,19213,0.402496
16511,19048,0.417573
16511,20289,0.433268
16511,19276,0.449516
16511,16735,0.474798
16512,4844,0.277378
16512,7458,0.29634
16512,6236,0.302693
16512,6290,0.305988
16512,8770,0.306751
16513,16560,0.066717
16513,5832,0.074795
16513,9803,0.116221
16513,13369,0.14337
16513,2013,0.155673
16514,2067,0.1002
16514,19101,0.133989
16514,19580,0.149516
16514,3070,0.149929
16514,7202,0.200151
16515,7170,0.066717
16515,14147,0.075701
16515,16057,0.087093
16515,6881,0.108006
16515,13,0.108006
16516,11408,0.022239
16516,12345,0.21127
16516,3088,0.376172
16516,17934,0.406959
16516,2795,0.473051
16517,16517,0.0
16517,5731,0.124933
16517,10385,0.133434
16517,4728,0.156049
16517,17627,0.168615
16518,10708,0.144553
16518,13560,0.225312
16518,1238,0.308667
16518,13596,0.345604
16518,18271,0.349081
16519,5032,0.022239
16519,16765,0.143391
16519,1240,0.182812
16519,6216,0.193295
16519,14782,0.203305
16520,1257,0.18655
16520,2790,0.355824
16520,4389,0.407247
16520,19720,0.568872
16520,5083,0.598684
16521,15932,0.124934
16521,799,0.159578
16521,2809,0.168621
16521,7946,0.174034
16521,9047,0.200445
16522,1384,0.075128
16522,5178,0.151893
16522,7578,0.164401
16522,8732,0.169221
16522,3617,0.21636
16523,1497,0.075069
16523,12099,0.153101
16523,17976,0.224412
16523,12126,0.261767
16523,14248,0.308791
16524,6336,0.077836
16524,16200,0.081954
16524,5803,0.087075
16524,12361,0.133434
16524,6393,0.150128
16525,9523,0.163028
16525,2806,0.379534
16525,7955,0.50401
16525,3771,0.54167
16525,2098,0.560513
16526,3146,0.093238
16526,11307,0.111195
16526,20043,0.116255
16526,18332,0.151338
16526,17359,0.186477
16527,14170,0.055597
16527,606,0.075195
16527,8946,0.144553
16527,1922,0.245318
16527,5025,0.255925
16528,14492,0.108391
16528,5139,0.157286
16528,12740,0.200151
16528,11502,0.244629
16528,2424,0.262712
16529,1058,0.111195
16529,6143,0.407246
16529,17100,0.42408
16529,8235,0.553036
16529,3553,0.554808
16530,10612,0.087432
16530,12348,0.150547
16530,6627,0.232562
16530,2130,0.251714
16530,17397,0.25682
16531,9704,0.155673
16531,9343,0.162801
16531,14329,0.182835
16531,5282,0.193032
16531,13832,0.203327
16532,306,0.320313
16532,1197,0.401807
16532,14794,0.418218
16532,7871,0.526152
16532,10620,0.527984
16533,16411,0.166792
16533,14463,0.203282
16533,13749,0.207989
16533,14591,0.21127
16533,10213,0.226782
16534,17454,0.186986
16534,2442,0.224242
16534,16361,0.227948
16534,11452,0.241521
16534,3061,0.325857
16535,12109,0.255748
16535,15571,0.287242
16535,3366,0.398836
16535,1303,0.432843
16535,497,0.470348
16536,9223,0.022239
16536,1135,0.055597
16536,15107,0.087364
16536,16879,0.122314
16536,9197,0.160336
16537,7294,0.0
16537,16852,0.108193
16537,12492,0.134207
16537,10668,0.155673
16537,6546,0.238504
16538,10835,0.044478
16538,14271,0.082442
16538,6151,0.087535
16538,10903,0.16969
16538,11338,0.277987
16539,6724,0.100453
16539,84,0.153115
16539,11254,0.169168
16539,18820,0.193699
16539,15698,0.193701
16540,14066,0.224299
16540,6509,0.232686
16540,11086,0.273569
16540,4572,0.280041
16540,20394,0.306118
16541,3074,0.055597
16541,7496,0.075817
16541,19177,0.082081
16541,18755,0.224318
16541,19459,0.245257
16542,4585,0.259552
16542,8849,0.277987
16542,3476,0.298774
16542,10681,0.306513
16542,10819,0.355975
16543,15677,0.108111
16543,6870,0.144553
16543,17968,0.172811
16543,3221,0.174443
16543,11598,0.234705
16544,17247,0.087262
16544,8725,0.087262
16544,14192,0.088956
16544,7249,0.111195
16544,16687,0.116403
16545,1851,0.066717
16545,8158,0.093594
16545,15799,0.169508
16545,17470,0.180804
16545,15400,0.193997
16546,9376,0.116549
16546,13456,0.125242
16546,16425,0.160539
16546,6170,0.208752
16546,14094,0.226996
16547,19481,0.066717
16547,4359,0.066717
16547,14860,0.07587
16547,14465,0.08724
16547,8992,0.087241
16548,16047,0.055597
16548,4916,0.150308
16548,1676,0.150308
16548,4810,0.164072
16548,17321,0.21611
16549,13897,0.153848
